Year,State,NMFS Name,Pounds,Metric Tons,Dollars,Confidentiality,Collection,Scientific Name,Tsn,Source
2022,FLORIDA-WEST,"BISCUITS, SEA **",91,0,"1,212",Public,Commercial,Clypeaster,157987,ACCSP
2022,FLORIDA-WEST,"BLENNY, BANDED",,,,Confidential,Commercial,Paraclinus fasciatus,171430,ACCSP
2022,FLORIDA-WEST,"BLENNY, BARRED",,,,Confidential,Commercial,Hypleurochilus bermudensis,171200,ACCSP
2022,FLORIDA-WEST,"BLENNY, FLORIDA",35,0,277,Public,Commercial,Chasmodes saburrae,171165,ACCSP
2022,FLORIDA-WEST,"BLENNY, GLASS",,,,Confidential,Commercial,Emblemariopsis diaphanus,638337,ACCSP
2022,FLORIDA-WEST,"BLENNY, HAIRY",,,,Confidential,Commercial,Labrisomus nuchipinnis,171415,ACCSP
2022,FLORIDA-WEST,"BLENNY, MARBLED",,,,Confidential,Commercial,Paraclinus marmoratus,171433,ACCSP
2022,FLORIDA-WEST,"BLENNY, OTHER **","2,567",1,"7,734",Public,Commercial,Blenniidae,171124,ACCSP
2022,FLORIDA-WEST,"BLENNY, REDLIP",,,,Confidential,Commercial,Ophioblennius atlanticus,171203,ACCSP
2022,FLORIDA-WEST,"BLENNY, SADDLED",31,0,64,Public,Commercial,Malacoctenus triangulatus,171423,ACCSP
2022,FLORIDA-WEST,"BLENNY, SAILFIN",247,0,"1,046",Public,Commercial,Emblemaria pandionis,171405,ACCSP
2022,FLORIDA-WEST,BLUEFISH,"24,536",11,"17,563",Public,Commercial,Pomatomus saltatrix,168559,ACCSP
2022,FLORIDA-WEST,BLUEHEAD,689,0,"1,757",Public,Commercial,Thalassoma bifasciatum,170568,ACCSP
2022,FLORIDA-WEST,BOXFISHES **,,,,Confidential,Commercial,Ostraciidae,173235,ACCSP
2022,FLORIDA-WEST,"BREAM, RED",,,,Confidential,Commercial,Beryx decadactylus,166155,ACCSP
2022,FLORIDA-WEST,"BROTULA, KEY",,,,Confidential,Commercial,Ogilbia,164966,ACCSP
2022,FLORIDA-WEST,BRYOZOA,,,,Confidential,Commercial,Bryozoa ,155469,ACCSP
2022,FLORIDA-WEST,"BUMPER, ATLANTIC",,,,Confidential,Commercial,Chloroscombrus chrysurus,168670,ACCSP
2022,FLORIDA-WEST,"BURRFISH, STRIPED",677,0,"1,136",Public,Commercial,Chilomycterus schoepfii,615846,ACCSP
2022,FLORIDA-WEST,BURRFISHES,"1,862",1,"1,090",Public,Commercial,Chilomycterus spp.,173383,ACCSP
2022,FLORIDA-WEST,"BUTTERFISH, GULF",385,0,353,Public,Commercial,Peprilus burti,172568,ACCSP
2022,FLORIDA-WEST,"BUTTERFLYFISH, BANDED",291,0,"1,790",Public,Commercial,Chaetodon striatus,169563,ACCSP
2022,FLORIDA-WEST,"BUTTERFLYFISH, BANK",,,,Confidential,Commercial,Prognathodes aya,646776,ACCSP
2022,FLORIDA-WEST,"BUTTERFLYFISH, FOUREYE",731,0,"2,857",Public,Commercial,Chaetodon capistratus,169558,ACCSP
2022,FLORIDA-WEST,"BUTTERFLYFISH, LONGSNOUT",,,,Confidential,Commercial,Prognathodes aculeatus,169593,ACCSP
2022,FLORIDA-WEST,"BUTTERFLYFISH, REEF",395,0,"1,554",Public,Commercial,Chaetodon sedentarius,169562,ACCSP
2022,FLORIDA-WEST,"BUTTERFLYFISH, SPOTFIN",107,0,516,Public,Commercial,Chaetodon ocellatus,169556,ACCSP
2022,FLORIDA-WEST,"CARDINALFISH, TWOSPOT",,,,Confidential,Commercial,Apogon pseudomaculatus,168207,ACCSP
2022,FLORIDA-WEST,CARDINALFISHES **,179,0,400,Public,Commercial,Apogonidae,168196,ACCSP
2022,FLORIDA-WEST,"CASSIOPEA, JAMAICAN",378,0,"1,330",Public,Commercial,Cassiopea xanthochana,51774,ACCSP
2022,FLORIDA-WEST,"CATFISHES, SEA **","3,318",2,"6,119",Public,Commercial,Ariidae,164157,ACCSP
2022,FLORIDA-WEST,CERO,"1,291",1,"2,556",Public,Commercial,Scomberomorus regalis,172437,ACCSP
2022,FLORIDA-WEST,CHERUBFISH,,,,Confidential,Commercial,Centropyge Argi,169611,ACCSP
2022,FLORIDA-WEST,CHITONS **,,,,Confidential,Commercial,Polyplacophora,78807,ACCSP
2022,FLORIDA-WEST,"CHROMIS, BLUE","3,379",2,"14,744",Public,Commercial,Chromis cyanea,170080,ACCSP
2022,FLORIDA-WEST,"CHROMIS, BROWN",409,0,"1,211",Public,Commercial,Chromis multilineata,170084,ACCSP
2022,FLORIDA-WEST,"CHUB, BERMUDA",,,,Confidential,Commercial,Kyphosus sectator,645471,ACCSP
2022,FLORIDA-WEST,"CLAM, FILE, SPINY",713,0,714,Public,Commercial,Lima lima,79820,ACCSP
2022,FLORIDA-WEST,"CLAM, QUAHOG, SOUTHERN","37,757",17,"677,279",Public,Commercial,Mercenaria campechiensis,81499,ACCSP
2022,FLORIDA-WEST,CLAMS **,135,0,615,Public,Commercial,Bivalvia,79118,ACCSP
2022,FLORIDA-WEST,"CLAMS, PENSHELL **",,,,Confidential,Commercial,Pinnidae,79578,ACCSP
2022,FLORIDA-WEST,CLINGFISHES **,225,0,228,Public,Commercial,Gobiesocidae,164457,ACCSP
2022,FLORIDA-WEST,COBIA,"17,331",8,"72,144",Public,Commercial,Rachycentron canadum,168566,ACCSP
2022,FLORIDA-WEST,"CONCH, CROWN","3,032",1,"4,437",Public,Commercial,Melongena corona,74101,ACCSP
2022,FLORIDA-WEST,"CONCH, FLORIDA FIGHTING","4,668",2,"6,783",Public,Commercial,Strombus alatus,72556,ACCSP
2022,FLORIDA-WEST,"CONCH, HAWKWING",,,,Confidential,Commercial,Strombus raninus,72561,ACCSP
2022,FLORIDA-WEST,"CONCH, HORSE",163,0,496,Public,Commercial,Pleuroploca gigantea,74187,ACCSP
2022,FLORIDA-WEST,"CONCH, MILK",12,0,73,Public,Commercial,Strombus costatus,72557,ACCSP
2022,FLORIDA-WEST,"CORAL, DEEPWATER",312,0,"1,929",Public,Commercial,Swiftia exserta,52150,ACCSP
2022,FLORIDA-WEST,"CORALLIMORPH, DISCOSOMA **",647,0,"3,245",Public,Commercial,Discosoma,719026,ACCSP
2022,FLORIDA-WEST,"CORALLIMORPH, FLORIDA","16,405",7,"84,853",Public,Commercial,Ricordea,52484,ACCSP
2022,FLORIDA-WEST,CORALLIMORPHARIA **,,,,Confidential,Commercial,Corallimorpharia,52460,ACCSP
2022,FLORIDA-WEST,CORALLINACEAE **,610,0,954,Public,Commercial,Corallinaceae,12303,ACCSP
2022,FLORIDA-WEST,COTTONWICK,278,0,"3,645",Public,Commercial,Haemulon melanurum,169067,ACCSP
2022,FLORIDA-WEST,"COWFISH, HONEYCOMBED",261,0,519,Public,Commercial,Acanthostracion polygonius,173246,ACCSP
2022,FLORIDA-WEST,"COWFISH, SCRAWLED",417,0,"1,205",Public,Commercial,Acanthostracion quadricornis,173245,ACCSP
2022,FLORIDA-WEST,"COWRIE, ATLANTIC DEER",566,0,564,Public,Commercial,Cypraea cervus,72743,ACCSP
2022,FLORIDA-WEST,"COWRIE, ATLANTIC GRAY",,,,Confidential,Commercial,Talparia cinerea,568342,ACCSP
2022,FLORIDA-WEST,"COWRIE, MEASLED",6,0,14,Public,Commercial,Cypraea zebra,72767,ACCSP
2022,FLORIDA-WEST,"CRAB, BLUE","3,685,268","1,672","9,409,868",Public,Commercial,Callinectes sapidus,98696,ACCSP
2022,FLORIDA-WEST,"CRAB, FALSE ARROW","4,793",2,"3,515",Public,Commercial,Metoporhaphis calcarata,98485,ACCSP
2022,FLORIDA-WEST,"CRAB, FURCATE SPIDER","1,046",0,756,Public,Commercial,Stenocionops furcatus,660512,ACCSP
2022,FLORIDA-WEST,"CRAB, GREEN CLINGING","323,431",147,"194,231",Public,Commercial,Mithraculus sculptus,98612,ACCSP
2022,FLORIDA-WEST,"CRAB, HERMIT, GIANT",127,0,816,Public,Commercial,Petrochirus,98200,ACCSP
2022,FLORIDA-WEST,"CRAB, HERMIT, ORANGECLAW","38,640",18,"9,156",Public,Commercial,Calcinus,98205,ACCSP
2022,FLORIDA-WEST,"CRAB, HERMIT, POLKADOTTED","1,045",0,"1,409",Public,Commercial,Phimochirus operculatus,97863,ACCSP
2022,FLORIDA-WEST,"CRAB, HERMIT, STAREYE",886,0,458,Public,Commercial,Dardanus,98194,ACCSP
2022,FLORIDA-WEST,"CRAB, HERMIT, THINSTRIPE",739,0,643,Public,Commercial,Clibanarius vittatus,98188,ACCSP
2022,FLORIDA-WEST,"CRAB, HERMIT, TRICOLOR","1,441,665",654,"141,761",Public,Commercial,Clibanarius tricolor,98191,ACCSP
2022,FLORIDA-WEST,"CRAB, HORSESHOE","15,143",7,"34,360",Public,Commercial,Limulus polyphemus,82703,ACCSP
2022,FLORIDA-WEST,"CRAB, MITHRACULUS RUBER","3,125",1,"2,063",Public,Commercial,Mithraculus ruber,98614,ACCSP
2022,FLORIDA-WEST,"CRAB, NIMBLE SPRAY","1,352",1,"3,472",Public,Commercial,Percnon gibbesi,99074,ACCSP
2022,FLORIDA-WEST,"CRAB, PAGURISTES ERYTHROPS",,,,Confidential,Commercial,Paguristes erythrops,98170,ACCSP
2022,FLORIDA-WEST,"CRAB, PAGURISTES PUNCTICEPS","3,729",2,700,Public,Commercial,Paguristes puncticeps,98168,ACCSP
2022,FLORIDA-WEST,"CRAB, RED-RIDGED CLINGING","4,280",2,"3,327",Public,Commercial,Mithraculus forceps,98610,ACCSP
2022,FLORIDA-WEST,"CRAB, REDFINGER RUBBLE",4,0,6,Public,Commercial,Eriphia gonagra,98888,ACCSP
2022,FLORIDA-WEST,"CRAB, SPOTTED PORCELAIN","6,665",3,"7,214",Public,Commercial,Porcellana sayana,98088,ACCSP
2022,FLORIDA-WEST,"CRAB, YELLOWLINE ARROW",960,0,"1,568",Public,Commercial,Stenorhynchus seticornis,98483,ACCSP
2022,FLORIDA-WEST,"CRABS, BOX **",,,,Confidential,Commercial,Calappidae,98340,ACCSP
2022,FLORIDA-WEST,"CRABS, BRACHYURA **","41,508",19,"73,465",Public,Commercial,Brachyura,98276,ACCSP
2022,FLORIDA-WEST,"CRABS, CORAL SPIDER **","12,860",6,"12,851",Public,Commercial,Mithrax,98519,ACCSP
2022,FLORIDA-WEST,"CRABS, DECAPODA (ORDER) **","20,536",9,"17,401",Public,Commercial,Decapoda,95599,ACCSP
2022,FLORIDA-WEST,"CRABS, FIDDLER **","493,710",224,"42,928",Public,Commercial,Uca,99084,ACCSP
2022,FLORIDA-WEST,"CRABS, HERMIT, PAGUROIDEA (SUPERFAMILY) **","3,276",1,"4,698",Public,Commercial,Paguroidea,206947,ACCSP
2022,FLORIDA-WEST,"CRABS, LIBINIA **",98,0,"1,315",Public,Commercial,Libinia,98453,ACCSP
2022,FLORIDA-WEST,"CRABS, MAJOIDEA **",498,0,"2,364",Public,Commercial,Majoidea ,206956,ACCSP
2022,FLORIDA-WEST,"CRABS, PORCELAIN **","1,972",1,"2,513",Public,Commercial,Porcellanidae,98058,ACCSP
2022,FLORIDA-WEST,"CRABS, SAND **","7,046",3,"47,416",Public,Commercial,Hippidae,98131,ACCSP
2022,FLORIDA-WEST,"CRABS, STONE **","2,068,658",938,"45,876,080",Public,Commercial,Menippe,98810,ACCSP
2022,FLORIDA-WEST,CREOLE-FISH,,,,Confidential,Commercial,Paranthias furcifer,167838,ACCSP
2022,FLORIDA-WEST,"CROAKER, ATLANTIC","14,874",7,"11,392",Public,Commercial,Micropogonias undulatus,169283,ACCSP
2022,FLORIDA-WEST,"CROAKER, REEF",,,,Confidential,Commercial,Odontoscion dentex,169325,ACCSP
2022,FLORIDA-WEST,CRUSTACEANS **,"9,040,000","4,101","445,800",Public,Commercial,Crustacea,83677,ACCSP
2022,FLORIDA-WEST,CUBBYU,,,,Confidential,Commercial,Pareques umbrosus,169319,ACCSP
2022,FLORIDA-WEST,"CUCUMBER, FLORIDA SEA","2,323",1,"2,064",Public,Commercial,Holothuria floridana,158323,ACCSP
2022,FLORIDA-WEST,"CUCUMBERS, OTHER SEA **",737,0,"2,316",Public,Commercial,Holothuriidae,158309,ACCSP
2022,FLORIDA-WEST,"DAMSELFISH, BICOLOR",93,0,235,Public,Commercial,Stegastes partitus,615416,ACCSP
2022,FLORIDA-WEST,"DAMSELFISH, COCOA",,,,Confidential,Commercial,Stegastes variabilis,615412,ACCSP
2022,FLORIDA-WEST,"DAMSELFISH, DUSKY",,,,Confidential,Commercial,Stegastes fuscus,615421,ACCSP
2022,FLORIDA-WEST,"DAMSELFISH, LONGFIN",,,,Confidential,Commercial,Stegastes diencaeus,615394,ACCSP
2022,FLORIDA-WEST,"DAMSELFISH, YELLOWTAIL",150,0,644,Public,Commercial,Microspathodon chrysurus,170116,ACCSP
2022,FLORIDA-WEST,DAMSELFISHES **,536,0,"2,066",Public,Commercial,Pomacentridae,170044,ACCSP
2022,FLORIDA-WEST,"DICK, SLIPPERY",118,0,390,Public,Commercial,Halichoeres bivittatus,170503,ACCSP
2022,FLORIDA-WEST,DOCTORFISH,330,0,"1,436",Public,Commercial,Acanthurus chirurgus,172253,ACCSP
2022,FLORIDA-WEST,"DOLLAR, NOTCHED SAND",,,,Confidential,Commercial,Encope emarginata,158028,ACCSP
2022,FLORIDA-WEST,"DOLLAR, SAND",26,0,97,Public,Commercial,Clypeaster subdepressus,157989,ACCSP
2022,FLORIDA-WEST,"DOLLARS, KEYHOLE SAND **","606,063",275,"70,907",Public,Commercial,Mellita,158019,ACCSP
2022,FLORIDA-WEST,"DOLLARS, OTHER SAND **",,,,Confidential,Commercial,Mellitidae,158018,ACCSP
2022,FLORIDA-WEST,"DOLLARS, SIX-HOLED KEYHOLE SAND **",,,,Confidential,Commercial,Leodia,158031,ACCSP
2022,FLORIDA-WEST,DOLPHINFISH,"13,465",6,"41,500",Public,Commercial,Coryphaena hippurus,168791,ACCSP
2022,FLORIDA-WEST,"DORIS, FLORIDA REGAL",53,0,184,Public,Commercial,Hypselodoris edenticulata,78255,ACCSP
2022,FLORIDA-WEST,DRAGONETS **,,,,Confidential,Commercial,Callionymidae,171691,ACCSP
2022,FLORIDA-WEST,"DRUM, BLACK","11,294",5,"12,535",Public,Commercial,Pogonias cromis,169288,ACCSP
2022,FLORIDA-WEST,"DRUM, SPOTTED",98,0,"3,364",Public,Commercial,Equetus punctatus,169317,ACCSP
2022,FLORIDA-WEST,"DURGON, BLACK",,,,Confidential,Commercial,Melichthys niger,173174,ACCSP
2022,FLORIDA-WEST,"EEL, GOLDSPOTTED",,,,Confidential,Commercial,Myrichthys ocellatus,161450,ACCSP
2022,FLORIDA-WEST,"EEL, MORAY, BLACKEDGE",,,,Confidential,Commercial,Gymnothorax nigromarginatus,161189,ACCSP
2022,FLORIDA-WEST,"EEL, MORAY, GOLDENTAIL",,,,Confidential,Commercial,Muraena milaris,161237,ACCSP
2022,FLORIDA-WEST,"EEL, MORAY, GREEN",27,0,"1,863",Public,Commercial,Gymnothorax funebris,161186,ACCSP
2022,FLORIDA-WEST,"EEL, MORAY, SPOTTED",17,0,234,Public,Commercial,Gymnothorax moringa,161188,ACCSP
2022,FLORIDA-WEST,"EEL, SHARPTAIL",,,,Confidential,Commercial,Myrichthys Breviceps,161449,ACCSP
2022,FLORIDA-WEST,"EEL, SPECKLED WORM",,,,Confidential,Commercial,Myrophis punctatus,161453,ACCSP
2022,FLORIDA-WEST,EELS **,,,,Confidential,Commercial,Anguilliformes,161123,ACCSP
2022,FLORIDA-WEST,"EELS, CONGER **",,,,Confidential,Commercial,Congridae,161324,ACCSP
2022,FLORIDA-WEST,"EELS, CUSK **",,,,Confidential,Commercial,Ophidiidae,164807,ACCSP
2022,FLORIDA-WEST,"EELS, MORAY **",123,0,657,Public,Commercial,Muraenidae,161160,ACCSP
2022,FLORIDA-WEST,ESCOLAR,"1,073",0,"1,113",Public,Commercial,Lepidocybium flavobrunneum,172362,ACCSP
2022,FLORIDA-WEST,"FILEFISH, ORANGESPOTTED",39,0,390,Public,Commercial,Cantherhines pullus,173158,ACCSP
2022,FLORIDA-WEST,"FILEFISH, PLANEHEAD","1,543",1,"1,377",Public,Commercial,Stephanolepis hispidus,173183,ACCSP
2022,FLORIDA-WEST,"FILEFISH, PYGMY",,,,Confidential,Commercial,Stephanolepis setifer,173149,ACCSP
2022,FLORIDA-WEST,"FILEFISH, SCRAWLED",57,0,"3,833",Public,Commercial,Aluterus scriptus,173134,ACCSP
2022,FLORIDA-WEST,"FILEFISH, WHITESPOTTED",15,0,"1,006",Public,Commercial,Cantherhines macrocerus,173157,ACCSP
2022,FLORIDA-WEST,FLAMEFISH,"1,012",0,"2,828",Public,Commercial,Apogon maculatus,168204,ACCSP
2022,FLORIDA-WEST,"FLOUNDER, GULF","27,513",12,"113,942",Public,Commercial,Paralichthys albigutta,172736,ACCSP
2022,FLORIDA-WEST,"FLOUNDER, SOUTHERN","3,800",2,"16,735",Public,Commercial,Paralichthys lethostigma,172738,ACCSP
2022,FLORIDA-WEST,"FLOUNDER, SUMMER",,,,Confidential,Commercial,Paralichthys dentatus,172735,ACCSP
2022,FLORIDA-WEST,"FLOUNDERS, LEFTEYED **","5,950",3,"25,128",Public,Commercial,Bothidae,172714,ACCSP
2022,FLORIDA-WEST,FLYINGFISHES **,,,,Confidential,Commercial,Exocoetidae,165431,ACCSP
2022,FLORIDA-WEST,FORAMS **,,,,Confidential,Commercial,Foraminiferida ,44030,ACCSP
2022,FLORIDA-WEST,"FROGFISH, OCELLATED",,,,Confidential,Commercial,Antennarius ocellatus,164524,ACCSP
2022,FLORIDA-WEST,"GAMBUSIA, MANGROVE",,,,Confidential,Commercial,Gambusia rhizophorae,165882,ACCSP
2022,FLORIDA-WEST,"GOATFISH, SPOTTED",36,0,"1,058",Public,Commercial,Pseudupeneus Maculatus,169421,ACCSP
2022,FLORIDA-WEST,"GOATFISH, YELLOW",,,,Confidential,Commercial,Mulloidichthys martinicus,169408,ACCSP
2022,FLORIDA-WEST,GOBIES **,527,0,"1,661",Public,Commercial,Gobiidae,171746,ACCSP
2022,FLORIDA-WEST,"GOBY, NAKED",,,,Confidential,Commercial,Gobiosoma bosc,171789,ACCSP
2022,FLORIDA-WEST,"GOBY, NEON","1,169",1,"4,712",Public,Commercial,Elacatinus oceanops,636786,ACCSP
2022,FLORIDA-WEST,"GOBY, TIGER",,,,Confidential,Commercial,Elacatinus macrodon,636783,ACCSP
2022,FLORIDA-WEST,"GORGONIAN, SEA BLADES","7,156",3,"28,309",Public,Commercial,Pterogorgia guadalupensis,52266,ACCSP
2022,FLORIDA-WEST,GRAYSBY,39,0,108,Public,Commercial,Cephalopholis cruentata,181220,ACCSP
2022,FLORIDA-WEST,"GROUPER, BLACK","80,019",36,"516,537",Public,Commercial,Mycteroperca bonaci,167760,ACCSP
2022,FLORIDA-WEST,"GROUPER, CONEY",,,,Confidential,Commercial,Cephalopholis fulva,167740,ACCSP
2022,FLORIDA-WEST,"GROUPER, GAG","806,771",366,"4,823,701",Public,Commercial,Mycteroperca microlepis,167759,ACCSP
2022,FLORIDA-WEST,"GROUPER, MISTY",206,0,"1,386",Public,Commercial,Epinephelus mystacinus,167703,ACCSP
2022,FLORIDA-WEST,"GROUPER, RED","2,867,838","1,301","14,669,384",Public,Commercial,Epinephelus morio,167702,ACCSP
2022,FLORIDA-WEST,"GROUPER, SNOWY","104,771",48,"577,557",Public,Commercial,Epinephelus niveatus,167705,ACCSP
2022,FLORIDA-WEST,"GROUPER, WARSAW","5,362",2,"25,744",Public,Commercial,Epinephelus nigritus,167704,ACCSP
2022,FLORIDA-WEST,"GROUPER, YELLOWEDGE","437,551",198,"2,450,920",Public,Commercial,Epinephelus flavolimbatus,167699,ACCSP
2022,FLORIDA-WEST,"GROUPER, YELLOWFIN",299,0,"1,479",Public,Commercial,Mycteroperca venenosa,167764,ACCSP
2022,FLORIDA-WEST,"GROUPER, YELLOWMOUTH",107,0,500,Public,Commercial,Mycteroperca interstitialis,167762,ACCSP
2022,FLORIDA-WEST,"GROUPERS, SERRANIDAE (FAMILY) **",98,0,722,Public,Commercial,Serranidae,167674,ACCSP
2022,FLORIDA-WEST,"GRUNT, FRENCH",499,0,"6,097",Public,Commercial,Haemulon flavolineatum,169065,ACCSP
2022,FLORIDA-WEST,"GRUNT, WHITE","1,275",1,"1,725",Public,Commercial,Haemulon plumierii,613026,ACCSP
2022,FLORIDA-WEST,"GRUNTS, HAEMULIDAE (FAMILY) **","58,197",26,"121,123",Public,Commercial,Haemulidae,169055,ACCSP
2022,FLORIDA-WEST,"HAKES, RED AND WHITE **",175,0,329,Public,Commercial,Urophycis,164729,ACCSP
2022,FLORIDA-WEST,"HAMLET, BUTTER",320,0,"1,752",Public,Commercial,Hypoplectrus unicolor,167806,ACCSP
2022,FLORIDA-WEST,"HARVESTFISH, NORTHERN","1,269",1,612,Public,Commercial,Peprilus paru,172566,ACCSP
2022,FLORIDA-WEST,"HAWKFISH, REDSPOTTED",59,0,185,Public,Commercial,Amblycirrhitus pinos,170224,ACCSP
2022,FLORIDA-WEST,"HERRING, ATLANTIC THREAD","1,345,742",610,"344,298",Public,Commercial,Opisthonema oglinum,161748,ACCSP
2022,FLORIDA-WEST,HERRINGS **,"4,539",2,"3,390",Public,Commercial,Clupeidae,161700,ACCSP
2022,FLORIDA-WEST,HIGH-HAT,938,0,"2,166",Public,Commercial,Pareques acuminatus,646513,ACCSP
2022,FLORIDA-WEST,"HIND, RED",814,0,"3,684",Public,Commercial,Epinephelus guttatus,167700,ACCSP
2022,FLORIDA-WEST,"HIND, ROCK",403,0,"1,276",Public,Commercial,Epinephelus adscensionis,167696,ACCSP
2022,FLORIDA-WEST,"HIND, SPECKLED","32,301",15,"168,744",Public,Commercial,Epinephelus drummondhayi,167698,ACCSP
2022,FLORIDA-WEST,HOGFISH,"10,238",5,"61,888",Public,Commercial,Lachnolaimus maximus,170566,ACCSP
2022,FLORIDA-WEST,"HOGFISH, SPANISH",592,0,"5,470",Public,Commercial,Bodianus rufus,170484,ACCSP
2022,FLORIDA-WEST,"HOGFISH, SPOTFIN",,,,Confidential,Commercial,Bodianus pulchellus,170483,ACCSP
2022,FLORIDA-WEST,"JACK, ALMACO","36,830",17,"70,424",Public,Commercial,Seriola rivoliana,168691,ACCSP
2022,FLORIDA-WEST,"JACK, BAR","34,578",16,"43,350",Public,Commercial,Carangoides ruber,168615,ACCSP
2022,FLORIDA-WEST,"JACK, CREVALLE","248,681",113,"242,303",Public,Commercial,Caranx hippos,168609,ACCSP
2022,FLORIDA-WEST,"JACK, HORSE-EYE",716,0,608,Public,Commercial,Caranx latus,168610,ACCSP
2022,FLORIDA-WEST,"JACK, YELLOW","11,546",5,"30,396",Public,Commercial,Carangoides bartholomaei,168607,ACCSP
2022,FLORIDA-WEST,JACKKNIFE-FISH,110,0,"1,114",Public,Commercial,Equetus lanceolatus,169314,ACCSP
2022,FLORIDA-WEST,JACKS **,"30,596",14,"57,997",Public,Commercial,Carangidae,168584,ACCSP
2022,FLORIDA-WEST,"JAWFISH, DUSKY",147,0,358,Public,Commercial,Opistognathus whitehursti,170932,ACCSP
2022,FLORIDA-WEST,"JAWFISH, YELLOWHEAD","1,906",1,"12,390",Public,Commercial,Opistognathus aurifrons,170928,ACCSP
2022,FLORIDA-WEST,JAWFISHES **,,,,Confidential,Commercial,Opistognathidae,170920,ACCSP
2022,FLORIDA-WEST,"JAWFISHES, SPOTFIN **",30,0,208,Public,Commercial,Opistognathus ,170925,ACCSP
2022,FLORIDA-WEST,"JELLYFISHES, SCYPHOZOA (CLASS) **",,,,Confidential,Commercial,Scyphozoa,51483,ACCSP
2022,FLORIDA-WEST,"JELLYFISHES, STOMOLOPHUS (GENUS) **",,,,Confidential,Commercial,Stomolophus,51925,ACCSP
2022,FLORIDA-WEST,KINGFISHES **,"13,957",6,"20,691",Public,Commercial,Menticirrhus,169273,ACCSP
2022,FLORIDA-WEST,LADYFISH,"594,471",270,"624,516",Public,Commercial,Elops saurus,161111,ACCSP
2022,FLORIDA-WEST,LIONFISHES **,"20,044",9,"119,804",Public,Commercial,Pterois  oken,166882,ACCSP
2022,FLORIDA-WEST,"LIZARDFISH, INSHORE",,,,Confidential,Commercial,Synodus foetens,162376,ACCSP
2022,FLORIDA-WEST,"LIZARDFISHES, SYNODONTIDAE (FAMILY) **",,,,Confidential,Commercial,Synodontidae,162374,ACCSP
2022,FLORIDA-WEST,"LOBSTER, CARIBBEAN SPINY","5,189,269","2,354","41,494,227",Public,Commercial,Panulirus argus,97648,ACCSP
2022,FLORIDA-WEST,"LOBSTER, SPANISH **",505,0,"3,636",Public,Commercial,Scyllarides,97671,ACCSP
2022,FLORIDA-WEST,"LOBSTER, SPOTTED SPINY",13,0,171,Public,Commercial,Panulirus guttatus,97651,ACCSP
2022,FLORIDA-WEST,LOOKDOWN,533,0,"11,419",Public,Commercial,Selene vomer,168680,ACCSP
2022,FLORIDA-WEST,"MACKEREL, ATLANTIC CHUB",143,0,559,Public,Commercial,Scomber colias,172413,ACCSP
2022,FLORIDA-WEST,"MACKEREL, KING","1,348,196",612,"3,444,061",Public,Commercial,Scomberomorus cavalla,172435,ACCSP
2022,FLORIDA-WEST,"MACKEREL, SPANISH","114,542",52,"208,380",Public,Commercial,Scomberomorus maculatus,172436,ACCSP
2022,FLORIDA-WEST,"MAJOR, SERGEANT",240,0,483,Public,Commercial,Abudefduf saxatilis,170046,ACCSP
2022,FLORIDA-WEST,"MARGATE, BLACK",,,,Confidential,Commercial,Anisotremus surinamensis,169084,ACCSP
2022,FLORIDA-WEST,"MAT, GREEN SEA","6,021",3,"9,230",Public,Commercial,Zoanthus sociatus,52440,ACCSP
2022,FLORIDA-WEST,"MENHADEN, ATLANTIC","104,420",47,"45,369",Public,Commercial,Brevoortia tyrannus,161732,ACCSP
2022,FLORIDA-WEST,MOJARRAS **,"177,448",80,"220,724",Public,Commercial,Gerreidae,169013,ACCSP
2022,FLORIDA-WEST,"MOONFISH, ATLANTIC",144,0,147,Public,Commercial,Selene setapinnis,168684,ACCSP
2022,FLORIDA-WEST,"MULLET, STRIPED","4,496,690","2,040","4,581,772",Public,Commercial,Mugil cephalus,170335,ACCSP
2022,FLORIDA-WEST,"MULLET, WHITE","98,220",45,"86,200",Public,Commercial,Mugil curema,170336,ACCSP
2022,FLORIDA-WEST,NEEDLEFISHES **,,,,Confidential,Commercial,Belonidae,165546,ACCSP
2022,FLORIDA-WEST,NUDIBRANCHS **,989,0,"1,400",Public,Commercial,Nudibranchia,78156,ACCSP
2022,FLORIDA-WEST,"OCTOPUS, ATLANTIC PYGMY",79,0,513,Public,Commercial,Octopus joubini,82607,ACCSP
2022,FLORIDA-WEST,"OCTOPUS, CARIBBEAN REEF",56,0,"1,193",Public,Commercial,Octopus briareus,82610,ACCSP
2022,FLORIDA-WEST,"OCTOPUS, COMMON",560,0,"1,694",Public,Commercial,Octopus vulgaris,82603,ACCSP
2022,FLORIDA-WEST,OCTOPUSES **,"1,555",1,"5,285",Public,Commercial,Octopodidae,82590,ACCSP
2022,FLORIDA-WEST,OILFISH,,,,Confidential,Commercial,Ruvettus pretiosus,172364,ACCSP
2022,FLORIDA-WEST,OPHIDIIFORMES **,"3,213",1,"7,978",Public,Commercial,Ophidiiformes,553139,ACCSP
2022,FLORIDA-WEST,"OYSTER, ATLANTIC THORNY",,,,Confidential,Commercial,Spondylus americanus,79779,ACCSP
2022,FLORIDA-WEST,"OYSTER, EASTERN","279,777",127,"1,732,762",Public,Commercial,Crassostrea virginica,79872,ACCSP
2022,FLORIDA-WEST,"PARROTFISH, BLUE",54,0,"1,310",Public,Commercial,Scarus coeruleus,170811,ACCSP
